budget_allocated,budget_spent,workforce_count,equipment_count,material_cost,completion_percentage,weather_delay_days,safety_incidents,inspection_score,task_completion_rate,daily_progress_rate,resource_availability,workforce_attendance,supply_delay_days,rainfall_mm,project_type,state,duration_days,delayed,budget_overrun_pct,risk_level,actual_completion_days
1055220921.79,457269224.26,503,36,503492118.78,46.76,3,1,78.43,0.6297,0.0,0.6943,0.7302,3,38.36,PowerPlant,Enugu,260,0,5.8,medium,297
712762222.76,701542548.72,448,18,270641380.58,85.93,0,1,73.93,0.6622,1.5332,0.4676,0.8224,2,17.51,Bridge,Edo,690,0,1.07,medium,678
212924912.74,141200505.89,495,43,83754866.19,62.48,1,0,69.83,0.5903,1.4267,0.7182,0.717,2,0.2,Railway,Rivers,519,0,7.84,medium,547
301053750.59,49820603.86,37,31,101666875.51,12.47,5,0,50.43,0.8292,0.1604,0.5527,0.7566,5,110.37,Bridge,Rivers,978,1,26.63,high,1034
99092830.65,44071399.25,417,19,34984716.9,48.92,1,1,47.98,0.3808,2.2202,0.7131,0.7081,5,4.99,Dam,Abia,368,0,6.73,medium,380
407223243.69,222933423.44,256,12,130813972.34,53.53,3,0,71.66,0.7953,0.0,0.6982,0.6451,6,89.02,Road,Delta,619,0,8.53,medium,619
504734083.53,224960807.52,194,16,202905605.9,40.56,0,1,85.53,0.5591,2.8636,0.9058,0.8142,6,11.28,Railway,Edo,581,0,0.45,low,604
895622405.09,352818232.2,521,46,237239086.44,35.93,4,0,59.73,0.8106,1.2094,0.6395,0.8598,5,108.46,PowerPlant,FCT,272,0,6.89,medium,289
981319596.41,77263397.16,231,51,288287658.54,7.52,1,0,77.47,0.5403,2.8515,1.0,0.7879,3,42.07,PowerPlant,Kaduna,556,0,0.0,low,590
887884161.43,605702408.76,263,3,352953370.42,59.62,7,0,79.6,0.3544,1.6787,0.8464,0.7556,3,115.96,Bridge,Abia,529,0,5.87,medium,553
475578372.74,260156576.43,225,20,210414698.75,54.77,1,0,88.91,0.9806,1.1989,0.5706,0.9505,6,46.79,Building,Oyo,662,0,5.35,medium,661
162273542.8,105989730.41,316,29,47377612.58,57.21,3,0,59.64,0.5988,2.5267,0.9579,0.6889,7,77.61,Building,Kano,938,0,2.59,medium,954
208011860.04,83003836.17,303,34,106220007.18,35.31,1,0,64.5,0.6564,0.8534,0.907,0.7793,5,4.43,Pipeline,Kano,807,0,1.65,low,800
611860131.76,378980155.6,409,16,263113886.86,61.16,3,1,50.16,0.4404,1.5414,0.6259,0.7494,3,38.71,Dam,Enugu,569,0,16.1,high,559
698717944.15,312297640.6,290,28,246469251.78,37.11,1,0,63.39,0.4926,0.9712,0.4973,0.8239,4,26.51,Road,FCT,470,1,5.82,medium,538
611855440.19,295670217.84,251,48,225925181.73,45.29,8,0,78.0,0.4666,1.0446,0.7437,0.8757,5,298.3,Dam,Edo,545,1,16.08,high,619
793711355.43,37969031.97,252,40,276037421.78,4.2,1,2,58.04,0.5026,1.665,0.8028,0.8113,7,18.41,Railway,Kano,669,0,9.36,high,655
189379160.08,36177280.37,144,45,100859756.9,18.75,2,0,60.35,0.881,1.6169,0.992,0.8417,5,36.79,Railway,FCT,644,0,3.53,low,662
296076156.03,368315321.13,354,19,147847305.72,92.28,1,1,75.46,0.4552,0.2766,0.5719,0.7328,5,43.14,Road,FCT,1082,1,25.39,high,1125
249522898.98,65635929.15,572,24,122965102.93,25.51,1,0,74.67,0.6339,0.0133,0.6415,0.8389,4,11.46,Dam,Kaduna,1023,0,14.48,high,1023
830374862.78,92001369.04,408,31,275749937.11,10.07,1,1,62.77,0.2498,2.7045,0.6399,0.7443,5,4.01,Dam,FCT,457,0,3.77,medium,497
839836718.4,363770502.73,430,29,417781403.17,46.11,2,1,79.99,0.6341,1.7912,0.8268,0.8272,5,70.13,Bridge,Oyo,870,0,4.37,medium,895
505693922.19,485858634.87,115,18,179400866.84,72.62,5,1,76.21,0.504,2.3638,0.5311,0.7482,3,38.78,Pipeline,Abia,1064,1,17.11,high,1101
153552104.36,123827375.35,406,19,77559828.72,61.59,3,0,66.82,0.7845,1.4851,0.4986,0.7559,8,94.57,Dam,Delta,615,1,20.19,high,676
520424815.18,320296708.13,41,3,248489074.7,60.89,2,0,65.85,0.5313,2.9807,0.8706,0.7038,3,66.64,Road,FCT,600,0,9.06,medium,611
631650675.75,431344259.7,77,24,237712011.27,69.37,1,0,75.29,1.0,0.4808,0.5981,0.8337,3,15.27,Bridge,Enugu,326,0,2.28,medium,349
715418121.34,91291497.92,384,30,210687356.19,13.57,2,0,60.94,0.4209,1.6621,0.736,0.8499,7,31.6,Pipeline,Kano,147,0,10.13,medium,179
688508390.12,676312811.46,104,12,291622207.08,69.7,4,1,57.72,0.96,0.1477,0.5871,0.6915,4,167.15,Building,Enugu,473,1,35.8,high,507
1015685985.21,699127411.74,584,22,278147951.53,71.85,2,0,58.91,0.3815,2.5918,0.6427,0.8666,3,32.51,Dam,FCT,806,0,7.7,medium,811
531602753.6,111607174.26,203,46,288159491.28,16.77,4,0,67.28,0.4428,1.2001,0.718,0.8624,5,130.67,Dam,Rivers,426,1,12.23,high,456
938397602.7,815160702.5,191,26,450650772.13,88.86,0,0,73.58,0.8634,0.7641,0.7078,1.0,3,8.73,PowerPlant,Kano,819,0,4.98,medium,806
1199336474.96,307631615.75,390,31,484561365.87,22.28,1,0,70.81,0.6904,2.4722,0.589,0.7999,5,32.05,Railway,Edo,576,0,10.15,medium,612
432701053.14,230478035.52,24,4,132048742.31,47.54,5,0,56.83,0.4621,2.8266,0.7162,0.6778,5,54.35,Road,Kaduna,898,1,9.46,high,952
481360855.13,81887920.58,178,22,193999087.3,15.33,1,1,74.64,0.5483,1.7374,0.5141,0.8766,1,25.8,Building,Abia,962,1,15.08,high,1010
237041312.27,166641515.88,125,11,88008715.11,72.21,0,0,62.01,0.6314,0.988,0.8369,0.8922,1,3.28,Building,Kano,1004,0,0.0,low,1005
108906904.66,68455470.4,122,19,41654560.2,59.19,3,1,80.57,0.8816,0.0,0.8093,0.7963,5,96.17,Building,Kaduna,99,0,5.18,medium,128
273955873.4,89623894.18,242,48,147361712.41,30.39,1,1,60.24,0.4871,3.0386,0.9949,0.7402,3,27.08,Railway,Enugu,995,0,7.52,medium,1015
417003654.95,224644280.13,574,15,222446919.34,54.25,1,0,82.24,0.9334,2.1052,0.7565,0.5497,2,4.77,Dam,Edo,954,0,4.05,medium,981
60409530.38,33779945.53,506,45,25782176.57,56.3,4,0,76.96,0.512,0.027,0.7275,0.7724,2,51.29,PowerPlant,Lagos,451,0,1.61,medium,455
385419962.45,253424502.44,56,30,126576036.32,59.88,1,0,80.76,0.4965,1.7553,0.6899,0.8027,4,39.12,Dam,Rivers,642,0,3.3,medium,668
76779496.0,16913781.05,261,11,22836937.05,22.59,5,0,85.86,0.7131,0.2384,0.5851,0.7355,2,179.7,Building,Enugu,1047,0,5.4,medium,1035
566080572.88,571861928.14,151,39,268062066.22,88.81,2,0,92.13,0.4559,1.3096,0.4797,0.7266,4,67.88,Pipeline,Lagos,299,0,6.39,medium,292
644728813.27,311286229.33,49,21,302870361.16,36.42,3,1,38.77,0.5216,2.7751,0.5727,0.7109,4,89.67,Railway,Abia,96,1,17.04,high,135
710578333.38,340047533.9,387,19,274884752.59,37.57,6,0,59.46,0.699,1.39,0.7228,0.7293,5,252.34,Railway,Edo,541,1,22.78,high,561
594912976.46,0.0,130,23,283829871.93,0.0,1,1,47.59,0.7668,0.0,0.8984,0.8551,8,5.24,Building,Kaduna,720,0,6.85,medium,732
628917123.56,412440370.96,297,51,205173710.37,57.32,4,1,95.76,0.7622,2.6764,0.6943,0.7789,5,57.89,Railway,Abia,615,1,11.61,high,664
992972810.15,347336365.29,121,2,496437091.74,31.58,3,0,65.14,0.7195,1.2491,0.6446,0.7559,4,24.72,PowerPlant,Oyo,823,0,6.75,medium,817
388585584.01,198947158.13,270,35,109137251.43,44.8,2,2,41.94,0.4913,1.2777,0.6318,0.8041,5,66.54,PowerPlant,Edo,929,0,9.35,high,931
31936063.05,24442694.03,334,34,9546246.17,77.02,4,2,83.14,0.8191,1.373,0.7845,0.6373,6,150.98,Bridge,Abia,1088,0,2.78,medium,1107
676156501.69,124837036.33,127,24,342592786.54,17.17,2,0,75.79,0.5286,1.7823,0.8207,0.7681,5,20.81,Pipeline,FCT,289,0,5.16,medium,330
638146415.49,118664477.4,380,31,276313469.62,16.09,2,1,42.32,0.4121,1.6698,0.6489,0.7688,6,87.56,Bridge,Edo,719,0,3.17,medium,722
139190953.98,63086672.85,42,19,37062293.9,44.1,2,0,65.1,0.6238,2.9891,0.8904,0.707,2,45.77,Building,Enugu,320,0,0.95,low,361
413004159.17,145632822.26,169,19,223285050.11,30.7,1,0,67.51,0.308,0.7727,0.8628,0.7328,3,1.52,Building,Enugu,173,0,12.36,medium,215
540631192.02,176327223.02,208,20,202370719.77,29.19,5,1,80.72,0.5088,1.8404,0.8717,0.7447,4,168.78,Building,Rivers,90,1,15.89,high,137
69530625.46,61507530.38,534,27,35199439.25,84.79,6,1,77.68,0.7657,1.2528,0.7051,0.7051,7,234.44,PowerPlant,Delta,761,0,12.1,high,782
882461023.73,124072134.56,232,16,446119861.88,14.33,1,1,46.91,0.8678,0.6147,0.8887,0.8195,4,12.81,Railway,Oyo,971,0,4.95,medium,980
617452170.88,295414938.81,131,27,174332579.43,51.1,0,0,67.85,0.4845,0.3249,0.5661,0.9231,2,1.49,Road,Oyo,293,0,1.56,medium,322
73494049.92,25226328.97,56,2,32374208.08,28.79,1,2,58.19,0.6962,0.2037,0.6616,0.8179,3,3.52,Building,Abia,345,0,14.0,high,374
420112410.05,255684835.17,165,43,216738817.27,57.03,3,0,55.14,0.49,0.716,0.9075,0.9236,6,70.72,Pipeline,Edo,108,0,8.66,medium,125
950863691.64,662701155.03,163,51,280937505.74,56.74,8,1,63.03,0.5648,2.3147,0.6857,0.6597,5,300.0,Dam,Rivers,100,1,26.8,high,146
793901412.41,143643927.23,316,42,291547954.43,16.34,2,0,79.82,0.4644,1.733,0.5103,0.9057,7,47.81,Dam,Rivers,365,1,22.6,high,437
787612844.44,132405970.56,407,25,281813917.15,15.59,3,0,76.02,0.6982,0.7967,0.8008,0.8442,6,88.13,Pipeline,Lagos,959,0,1.81,low,1000
612075544.28,286719190.78,492,37,285153831.44,43.21,1,1,61.54,0.3849,1.374,0.6625,0.8108,4,52.5,Railway,Delta,1058,0,3.83,medium,1048
339556890.47,417861104.53,328,31,108483216.65,100.0,1,2,67.73,0.4899,2.021,0.6271,0.8881,3,13.35,Road,Oyo,854,1,30.24,high,915
575761160.74,0.0,89,47,173884829.06,0.0,4,1,80.74,0.5796,1.7488,0.8339,0.8151,1,119.69,Railway,Edo,479,0,5.17,medium,521
808834240.8,781644623.8,358,13,439683505.5,82.93,1,1,74.78,0.6336,0.9074,0.6908,0.9239,5,34.23,Bridge,Delta,500,0,8.4,medium,535
783881996.48,648738237.83,271,19,407804732.06,65.91,4,0,63.09,0.7712,2.512,0.8357,0.6733,7,93.11,Pipeline,Abia,426,1,23.88,high,499
1020193803.05,495272879.15,163,17,550695180.8,36.8,1,0,55.95,0.4314,1.768,0.6009,0.728,6,9.88,Railway,Kano,128,1,25.22,high,144
451339817.75,200623084.81,242,34,132638767.65,39.1,3,2,82.83,0.6987,0.0,0.8672,0.8474,3,64.03,Road,Oyo,181,0,7.61,medium,219
828197253.16,366278048.29,230,26,426388834.45,45.25,1,0,82.51,0.6584,0.8132,0.5408,0.7462,3,15.1,PowerPlant,Kano,804,0,7.51,medium,844
64190039.16,56136550.34,230,45,34216389.13,77.21,2,0,55.57,0.6829,1.7904,0.6609,0.7308,4,78.58,Bridge,Enugu,523,0,11.02,high,532
561156892.16,244042508.78,272,35,253928773.89,41.69,2,0,85.25,0.7464,0.489,0.7678,0.6721,5,11.69,Pipeline,Kano,1079,0,0.0,low,1070
291406210.68,216921598.14,109,48,122403925.93,64.22,0,0,50.37,0.1769,0.7845,0.5834,0.6848,8,4.87,Dam,Rivers,555,1,23.2,high,591
1133243463.98,525467570.52,478,21,469946852.53,49.06,2,1,73.36,0.1574,1.9256,0.7761,0.8514,4,4.3,Railway,Kano,463,0,0.0,low,500
983092524.9,523278985.47,32,47,353342284.43,51.4,2,2,63.6,0.7115,1.9293,1.0,0.7618,5,59.59,Dam,Rivers,870,0,9.46,medium,891
671673982.04,752606919.44,266,31,187597476.01,80.21,6,0,59.23,0.4895,1.4882,0.7714,0.7927,5,73.43,Road,Lagos,434,1,22.16,high,495
319135779.75,305289166.78,409,35,149009804.02,91.87,3,2,53.81,0.7082,1.0739,0.6366,0.6794,5,87.05,Pipeline,FCT,686,0,10.89,high,696
648530861.42,329516758.96,503,21,312528304.67,43.19,1,0,54.78,0.6576,1.0001,0.8014,0.5951,4,39.86,PowerPlant,Lagos,786,0,7.62,medium,795
423446414.8,118580169.18,242,42,156806384.93,23.1,3,0,52.48,0.7102,0.3309,0.728,0.7719,5,28.44,Pipeline,FCT,139,0,9.26,medium,163
491253379.21,194070462.1,144,15,124684769.95,44.61,1,1,66.83,0.7334,1.2388,0.5626,0.6772,5,27.8,Dam,Enugu,106,0,2.64,medium,109
341203486.31,102331553.34,431,41,109906984.83,34.88,0,0,63.17,0.878,1.1916,0.8253,0.8045,6,7.4,Railway,Kaduna,879,0,0.0,low,865
454219786.48,308128134.26,42,49,148175093.04,71.95,1,0,53.76,0.5833,1.5782,0.8891,0.8709,7,9.74,PowerPlant,Edo,718,0,1.72,low,743
372323744.64,14281110.45,236,21,95430123.29,3.32,1,1,62.51,0.7199,1.0304,0.6042,0.8426,5,1.47,Bridge,Kaduna,752,0,11.16,high,768
400923239.01,76880643.38,395,37,152995231.94,15.51,0,3,43.71,0.6448,1.061,0.6269,0.889,4,3.34,PowerPlant,Edo,391,0,12.89,high,425
485366989.93,141647477.75,285,29,195629620.57,31.74,1,2,82.77,0.3962,1.947,0.8327,0.7933,2,3.24,Pipeline,Kaduna,912,0,7.28,medium,928
390667203.61,124966953.49,16,37,138156142.2,23.4,2,0,58.68,0.2446,2.0074,0.7025,0.6865,3,61.97,Road,Enugu,584,1,22.57,high,616
859904930.72,316999070.95,456,54,288785934.24,34.78,1,1,48.95,0.7626,1.3952,0.8686,0.9335,5,41.96,Dam,Abia,487,0,5.15,medium,508
321035803.67,177886206.37,319,3,130160676.34,62.79,1,1,60.47,0.1945,0.8355,0.6746,0.7727,2,19.81,Building,Kaduna,683,0,0.43,medium,692
30087251.7,18268821.9,103,2,16480619.79,52.37,2,0,59.49,0.4361,2.0912,0.8025,0.7059,5,61.62,Railway,Oyo,427,0,10.95,high,459
363229673.91,107675355.99,375,24,114621048.57,28.38,1,0,71.18,0.9948,0.2713,0.912,0.9602,4,49.96,Road,Edo,97,0,9.13,medium,103
262716848.02,83387908.73,99,26,71974838.68,33.15,3,0,75.56,0.5116,1.2795,0.7119,0.7544,3,14.92,Road,Abia,392,0,8.47,medium,399
420441972.51,152185348.77,53,26,167726251.11,36.38,2,2,75.0,0.773,1.5404,0.8041,0.6202,4,24.65,Pipeline,Kano,706,0,6.02,medium,729
507652986.08,301772428.72,195,38,127036897.61,60.68,7,1,91.44,0.9258,3.2758,0.5655,0.7418,6,246.81,Bridge,Enugu,500,0,12.54,high,513
472694535.71,244160216.37,219,31,185398686.39,46.18,1,0,75.39,0.6333,1.8447,0.8362,0.9059,3,7.74,Road,Kaduna,1037,0,9.74,medium,1036
750756327.0,423428292.75,204,25,233514767.12,44.05,2,1,90.74,0.5626,1.0614,0.3879,0.8502,4,0.8,Road,Edo,559,1,23.96,high,591
1021826412.22,24536903.22,392,25,403064505.01,1.93,8,2,41.19,0.6398,3.1696,0.654,0.6461,3,300.0,Railway,Rivers,450,1,27.52,high,487
828709868.39,379724710.76,421,38,387014199.91,46.32,2,0,69.13,0.95,1.7059,0.5626,0.9758,6,71.12,Pipeline,Lagos,1050,0,1.7,medium,1085
317891563.59,125489023.77,200,17,172685847.93,34.17,1,0,88.05,0.6907,1.451,0.7577,0.813,2,0.03,Building,Kano,672,0,5.91,medium,663
523313855.69,475791714.48,32,44,244625891.88,97.18,0,3,83.36,0.5985,2.9456,0.6221,0.7643,1,1.32,Railway,FCT,460,0,2.26,medium,459
1259935561.92,0.0,84,7,599769599.01,0.0,2,2,70.43,0.4293,1.3754,0.7294,0.6872,4,53.02,Dam,Lagos,739,1,13.53,high,795
976157712.93,480107558.55,485,42,427576274.77,45.45,3,2,72.15,0.7766,1.8784,0.8268,0.7721,5,0.82,Railway,Rivers,797,0,8.68,medium,826
176365235.55,116799918.77,253,56,73090631.69,54.97,5,1,65.84,0.6319,2.6577,0.774,0.9052,4,81.74,Dam,Edo,176,0,9.32,medium,163
288765556.83,102383494.47,24,9,107863759.74,33.17,1,1,83.78,0.4571,1.0409,0.702,0.5163,2,21.57,Bridge,Enugu,566,1,1.53,medium,634
76711739.54,22207490.19,162,28,20216065.69,29.42,2,1,68.19,0.4489,2.101,0.7577,0.8312,4,63.59,Road,Kaduna,899,0,10.7,medium,927
742938610.6,450580528.0,72,46,242266374.1,60.22,2,1,59.02,0.7296,0.3321,0.8401,0.6457,4,32.19,PowerPlant,Edo,822,0,14.8,high,812
1078285391.8,120682181.03,409,15,380221354.7,12.16,2,2,74.37,0.7795,1.9176,0.6735,0.8009,7,31.88,Dam,Kano,841,0,6.2,medium,882
316022198.11,0.0,281,49,80713987.16,0.0,8,0,65.19,0.4497,1.1376,0.6969,0.7945,8,160.87,Railway,Delta,1082,1,24.47,high,1099
849554823.03,274718767.75,466,21,233007209.88,30.31,1,1,62.56,0.5829,2.2444,0.5599,0.7693,4,23.03,Bridge,Edo,590,0,12.82,high,619
213828790.7,124362709.32,326,34,108256832.43,60.34,1,0,60.71,0.7365,0.2823,0.9509,0.6769,3,33.92,Railway,Edo,636,0,0.0,low,644
1104138918.66,647862565.44,162,7,278538212.23,41.2,6,1,60.79,0.4121,1.673,0.6276,0.6994,4,200.49,Bridge,Rivers,630,1,30.25,high,657
344721716.87,195883953.86,162,6,149269565.83,50.55,2,3,93.06,0.8751,2.6315,0.7334,0.7415,6,71.26,PowerPlant,Edo,1023,0,0.99,low,1039
1229405890.75,984238085.31,388,16,410080757.05,75.99,7,0,69.38,0.6429,2.6801,1.0,0.641,6,144.64,Railway,Delta,718,1,10.21,high,783
418637156.99,293435538.28,33,21,187630825.94,62.63,8,1,65.86,0.7886,0.9397,0.7335,0.8961,7,300.0,Railway,Rivers,332,1,25.33,high,380
870231959.7,761080552.25,347,39,394674375.56,79.14,1,1,74.92,0.7296,0.7141,0.7247,0.82,3,27.41,Bridge,Oyo,248,0,7.62,medium,243
231071410.01,102673109.73,302,24,124953168.58,49.03,3,1,76.55,0.7569,1.6514,1.0,0.553,6,67.39,Railway,Delta,712,0,2.73,medium,736
939887065.76,250483193.11,584,27,282175756.4,22.27,2,1,71.41,0.5985,2.4762,0.7802,0.7875,6,56.45,Dam,FCT,607,0,5.98,medium,601
1196639748.07,527266685.75,269,4,353700048.0,39.24,6,0,77.92,0.5667,1.3502,0.8119,0.6947,5,80.28,Dam,Rivers,743,1,23.65,high,800
209956338.38,15574598.78,120,7,102816901.0,8.53,4,0,65.28,0.9273,1.9796,1.0,0.6157,4,99.19,Bridge,FCT,906,0,0.0,low,921
430577606.45,64691860.76,207,39,161859455.06,16.11,2,0,81.23,0.528,1.3787,0.8455,0.7401,4,69.11,Bridge,Kaduna,996,0,3.45,medium,1034
33224216.88,18381670.84,309,22,10784907.77,53.39,3,0,92.36,0.7597,1.571,0.735,0.8218,4,76.07,Road,Enugu,561,0,10.06,medium,549
642424999.2,291888197.85,74,22,226928570.72,41.9,1,1,61.62,0.9212,1.9072,0.5403,0.7643,5,29.77,Building,Kano,1001,0,4.64,medium,1017
407869045.45,186343271.22,131,15,211908945.45,44.45,4,0,68.18,0.5841,0.7731,0.564,0.8077,7,74.45,PowerPlant,Abia,522,0,7.56,medium,511
443272019.72,307073943.44,476,49,191333212.09,58.05,3,0,100.0,0.4333,1.8081,0.6793,0.7823,5,70.69,Dam,Oyo,797,0,5.07,medium,801
489639853.37,106975572.17,159,24,207490563.56,21.18,2,0,57.0,0.5563,2.1187,0.8169,0.7291,4,66.06,Building,Abia,443,0,14.33,high,476
940348370.83,272335227.64,112,20,370705717.64,31.39,1,0,59.19,0.5655,0.9263,0.6366,0.6545,1,27.85,Bridge,Kaduna,872,0,5.87,medium,882
163533286.28,108412597.12,319,21,41415027.66,67.09,2,0,82.53,0.5411,2.549,0.7243,0.8386,4,43.43,Road,Rivers,1065,0,9.48,medium,1051
371219529.46,394034080.08,137,7,200940505.22,90.19,3,0,72.03,0.7555,0.7885,0.7078,0.8187,3,32.07,Pipeline,Kaduna,945,0,7.77,medium,938
252131346.35,179329751.24,401,36,88117220.97,67.12,5,0,58.1,0.7258,1.7185,0.5061,0.725,4,118.92,Dam,Delta,924,1,22.45,high,964
158361011.76,118175149.02,550,50,42583317.63,74.61,1,0,67.91,0.6665,0.0,0.9466,0.7638,1,15.97,Dam,Kano,741,0,2.79,low,728
1085996099.86,356638166.83,31,33,592929835.62,27.59,1,0,83.47,0.4912,0.0,0.7498,0.7903,5,30.55,PowerPlant,Kaduna,569,0,6.56,medium,577
202777238.58,150511735.88,108,11,89512303.35,63.59,2,1,48.38,0.6893,0.5728,0.9914,0.9071,6,64.52,Bridge,Edo,1078,0,3.67,medium,1113
302034625.27,224970246.05,226,15,139678766.2,69.97,0,2,71.08,0.7067,0.9462,0.6347,0.8413,7,13.97,Building,Rivers,616,0,6.87,medium,619
436368444.67,0.0,473,12,212333883.05,0.0,3,0,68.12,0.2186,2.1697,0.5847,0.8617,6,37.3,Railway,Kano,962,1,21.72,high,987
977531162.59,726068764.03,368,45,352106670.7,63.38,2,0,88.27,0.5951,0.6913,0.6076,1.0,3,71.63,Railway,Enugu,606,0,3.92,medium,648
231841609.29,80644480.11,97,56,104151811.05,37.16,6,0,72.94,0.3378,0.6311,0.7495,0.7816,6,219.16,Dam,Edo,299,0,5.23,medium,325
253130875.6,188961692.42,140,28,95866209.23,68.69,6,1,76.86,0.7174,1.7483,0.7605,0.8101,7,202.91,Bridge,Lagos,842,0,1.44,medium,830
528117186.1,348053893.93,278,29,209609880.7,52.17,2,0,59.77,0.8598,0.2913,0.5383,0.7634,4,54.31,Building,Lagos,161,0,10.49,medium,195
181403521.12,134744224.63,113,12,73763350.09,68.06,5,1,92.72,0.4899,0.7585,0.6198,0.6407,4,34.13,Building,Oyo,762,1,22.05,high,796
50200055.55,28185844.13,263,3,22545539.64,49.81,0,0,68.77,0.8974,0.8708,0.6313,0.8797,3,12.5,Pipeline,FCT,869,0,5.35,medium,858
202631667.4,141956972.92,107,12,96858066.54,51.2,10,1,47.03,0.3735,2.0301,0.7601,0.9106,6,210.03,Dam,Edo,183,1,23.72,high,214
314005812.35,118340138.3,244,5,90571223.55,29.96,3,0,53.28,0.613,0.4094,0.9556,0.6055,5,82.32,Road,Edo,693,0,9.81,medium,697
79968315.92,52183462.44,271,39,23858814.46,54.5,2,0,72.56,0.6817,0.0,0.5949,0.742,6,43.42,PowerPlant,Enugu,92,0,9.65,medium,110
695864594.65,603448192.81,187,17,233503530.17,86.41,0,1,67.65,0.8967,0.955,0.7334,0.7249,1,7.55,PowerPlant,Edo,126,0,5.35,medium,142
146067719.12,132962464.0,291,20,53343807.35,80.13,1,0,77.12,0.4469,2.9269,0.6121,0.6342,5,29.7,Building,Lagos,566,0,3.95,medium,581
276534850.15,137166996.08,254,9,86547551.67,50.09,8,1,64.61,0.665,0.8601,0.7504,0.6129,7,255.23,Building,Edo,555,1,13.65,high,621
785640211.21,417342381.46,156,10,354034893.62,61.42,3,0,67.36,0.563,1.1635,0.9303,0.6665,5,53.05,Dam,Abia,1031,0,1.22,low,1071
166142082.57,200692374.56,479,18,75488282.73,100.0,2,1,73.33,0.3067,1.7088,0.7718,0.5804,1,31.97,Railway,Rivers,469,1,20.8,high,506
306960374.43,152598767.05,308,15,156012757.24,43.23,1,0,87.36,0.3842,1.3303,0.6337,0.6865,5,30.73,Building,Enugu,432,0,7.02,medium,447
553201360.7,564968807.79,174,36,256908625.31,100.0,3,0,75.89,1.0,1.9326,0.5845,0.7196,5,100.53,Road,FCT,622,0,9.75,medium,632
793604503.79,1056383128.87,176,38,265030493.85,100.0,3,0,58.83,0.489,1.1917,0.5639,0.7654,4,38.75,Road,Edo,582,1,33.11,high,607
855728958.19,819768678.86,328,24,235999610.07,77.1,8,1,73.56,0.5333,0.5295,0.6146,0.79,9,300.0,Bridge,Rivers,854,1,19.58,high,871
504887462.2,280711129.18,142,3,136756158.93,50.6,2,0,75.39,0.5559,0.9709,0.8103,0.7885,4,26.56,Road,Rivers,463,0,0.0,low,502
478153100.8,305030544.03,74,7,150060109.68,63.85,4,0,71.82,0.8006,1.9677,0.7533,0.8119,2,49.09,Railway,Edo,475,0,3.99,low,499
373651900.45,372450078.95,408,21,95829038.71,86.49,1,1,87.84,0.5342,0.9559,0.616,0.7385,7,9.23,PowerPlant,Edo,1027,1,24.96,high,1049
481524238.27,263463668.95,26,21,232326248.53,54.43,2,0,92.66,0.6791,2.2429,0.7155,0.8545,2,31.22,Pipeline,Abia,562,0,0.0,low,578
693888523.01,30988675.37,77,34,203140636.92,4.09,3,1,67.83,0.4918,0.4995,0.7672,0.8674,6,73.59,Pipeline,Abia,777,0,2.32,medium,805
227425595.0,26501535.63,259,4,94520721.22,11.36,3,1,94.91,0.7675,1.768,0.6205,0.6685,6,47.83,Building,Abia,384,1,18.2,high,458
283787494.07,61533578.01,19,48,121739252.58,15.91,4,2,59.92,0.3401,0.2606,0.666,0.824,7,74.19,Railway,Abia,440,1,19.67,high,470
235755361.47,84175365.15,311,12,91869212.85,34.44,6,0,84.47,0.5824,1.8083,0.5634,0.7825,8,35.1,Building,Kaduna,360,1,19.55,high,388
915357006.81,1038870452.48,263,46,439824727.01,95.42,2,0,74.9,0.5275,0.8899,0.4247,1.0,2,17.9,Bridge,Delta,767,1,13.49,high,813
198348587.75,0.0,209,15,103979704.96,0.0,0,0,82.94,0.9324,1.6271,0.8101,0.6251,5,9.57,Bridge,Kaduna,498,0,5.45,medium,502
102712039.23,72282418.14,283,2,49310373.54,74.26,2,0,66.77,0.562,0.4047,0.5004,0.8993,5,3.73,Building,Edo,746,0,6.5,medium,750
240086126.95,149736058.31,311,28,131666323.6,65.41,1,1,67.36,0.462,0.7296,0.5783,0.5686,4,13.13,Bridge,Delta,975,0,10.36,high,986
684548666.51,344647334.88,213,27,315431239.05,49.45,2,0,69.56,0.682,1.1295,0.7323,0.7475,1,14.66,Pipeline,FCT,692,0,10.52,medium,726
397248187.49,489272294.22,342,25,210498627.0,100.0,5,0,75.85,0.391,3.108,0.5737,0.7229,4,31.31,Railway,Rivers,566,1,23.17,high,591
417273421.72,171969635.36,217,8,152955050.87,38.83,2,0,77.19,0.2362,0.3645,0.6856,0.6773,4,71.14,Road,Oyo,520,0,6.76,medium,522
423122943.68,173351645.67,293,27,216587199.03,45.68,2,2,99.32,0.4224,2.7828,1.0,0.8217,3,3.58,Bridge,Kaduna,158,0,3.79,medium,201
149334624.71,172814244.55,187,30,42268726.51,86.73,0,0,87.01,0.7632,3.22,0.6433,0.6891,2,2.75,Building,Kano,301,1,22.74,high,366
596717651.35,194425728.96,337,9,185114075.77,31.19,3,0,68.98,0.5099,2.1118,0.6898,0.7957,3,81.1,Road,Rivers,273,0,7.2,medium,309
499150809.22,351693518.89,388,35,259598195.3,63.8,7,0,78.91,0.5874,1.2219,0.9069,0.6548,4,260.55,Pipeline,Rivers,473,0,4.79,medium,467
